ADHD	ASD	BD	MDD	SCZ
APOA2	0	0	0	0	0
APOA4	0	0	0	0	0
APOA5	0	0	0	0	0
APOB	0	0	0	0	0
APOBEC1	0	0	0	0	0
APOBEC2	0	0	0	0	0
APOBEC3A_B	0	0	0	0	0
APOBEC3B	0	0	0	0	0
APOBEC3C	0	0	0	0	0
APOBEC3D	0	0	0	0	0
APOBEC3G	0	0	0	0	0
APOBEC3H	0	0	0	0	0
APOBEC4	0	0	0	0	0
APOBR	0	0	0	0	0
APOC1	0	0	0	0	0
APOC1P1	0	0	0	0	0
APOC2	0	0	0	0	0
APOC3	0	0	0	0	0
APOC4-APOC2	0	0	0	0	0
APOD	0	0	0	0	0
APOE	0	0	0	0	0
APOF	0	0	0	0	0
APOH	0	0	0	0	0
APOL1	0	0	0	0	0
APOL2	0	0	0	0	0
APOL3	0	0	0	0	0
APOL4	0	0	0	0	0
APOL5	0	0	0	0	0
APOL6	0	0	0	0	0
APP	0	0	0	0	0
APPBP2	0	0	0	0	0
APPL1	0	0	0	0	0
APPL2	0	0	0	0	0
APRT	0	0	0	0	0
APTX	0	0	0	0	0
AQP1	0	0	0	0	0
AQP10	0	0	0	0	0
AQP11	0	0	0	0	0
AQP12A	0	0	0	0	0
AQP12B	0	0	0	0	0
AQP2	0	0	0	0	0
AQP3	0	0	0	0	0
AQP4	0	0	0	0	0
AQP4-AS1	0	0	0	0	0
AQP5	0	0	0	0	0
AQP6	0	0	0	0	0
AQP7	0	0	0	0	0
AQP8	0	0	0	0	0
AQP9	0	0	0	0	0
AQPEP	0	0	0	0	0
AQR	0	0	0	0	0
ARAP1	0	0	0	0	0
ARAP2	0	0	0	0	0
ARAP3	0	0	0	0	0
ARC	0	0	0	0	0
ARCN1	0	0	0	0	0
AREG	0	0	0	0	0
AREL1	0	0	0	0	0
ARF1	0	0	0	0	0
ARF3	0	0	0	0	0
ARF4	0	0	0	0	0
ARF5	0	0	0	0	0
ARF6	0	0	0	0	0
ARFGAP1	0	0	0	0	0
ARFGAP2	0	0	0	0	0
ARFGAP3	0	0	0	0	0
ARFGEF1	0	0	0	0	0
ARFGEF2	0	0	0	0	0
ARFIP1	0	0	0	0	0
ARFIP2	0	0	0	0	0
ARFRP1	0	0	0	0	0
ARG1	0	0	0	0	0
ARG2	0	0	0	0	0
ARGFX	0	0	0	0	0
ARGFXP2	0	0	0	0	0
ARGLU1	0	0	0	0	0
ARHGAP1	0	0	0	0	0
ARHGAP10	0	0	0	0	0
ARHGAP11A	0	0	0	0	0
ARHGAP11B	0	0	0	0	0
ARHGAP12	0	0	0	0	0
ARHGAP15	0	0	0	0	0
ARHGAP17	0	0	0	0	0
ARHGAP18	0	0	0	0	0
ARHGAP19	0	0	0	0	0
ARHGAP19-SLIT1	0	0	0	0	0
ARHGAP20	0	0	0	0	0
ARHGAP21	0	0	0	0	0
ARHGAP22	0	0	0	0	0
ARHGAP23	0	0	0	0	0
ARHGAP24	0	0	0	0	0
ARHGAP25	0	0	0	0	0
ARHGAP26	0	0	0	0	0
ARHGAP26-AS1	0	0	0	0	0
ARHGAP27	0	0	0	0	0
ARHGAP28	0	0	0	0	0
ARHGAP29	0	0	0	0	0
ARHGAP30	0	0	0	0	0
ARHGAP31	0	0	0	0	0
ARHGAP32	0	0	0	0	0
ARHGAP33	0	0	0	0	0
ARHGAP35	0	0	0	0	0
ARHGAP39	0	0	0	0	0
ARHGAP40	0	0	0	0	0
ARHGAP42	0	0	0	0	0
ARHGAP44	0	0	0	0	0
ARHGAP5	0	0	0	0	0
ARHGAP5-AS1	0	0	0	0	0
ARHGAP8	0	0	0	0	0
ARHGAP9	0	0	0	0	0
ARHGDIA	0	0	0	0	0
ARHGDIB	0	0	0	0	0
ARHGEF1	0	0	0	0	0
ARHGEF10	0	0	0	0	0
ARHGEF10L	0	0	0	0	0
ARHGEF11	0	0	0	0	0
ARHGEF12	0	0	0	0	0
ARHGEF15	0	0	0	0	0
ARHGEF16	0	0	0	0	0
ARHGEF17	0	0	0	0	0
ARHGEF18	0	0	0	0	0
ARHGEF19	0	0	0	0	0
ARHGEF2	0	0	0	0	0
ARHGEF25	0	0	0	0	0
ARHGEF26	0	0	0	0	0
ARHGEF26-AS1	0	0	0	0	0
ARHGEF28	0	0	0	0	0
ARHGEF3	0	0	0	0	0
ARHGEF3-AS1	0	0	0	0	0
ARHGEF33	0	0	0	0	0
ARHGEF34P	0	0	0	0	0
ARHGEF35	0	0	0	0	0
ARHGEF37	0	0	0	0	0
ARHGEF38	0	0	0	0	0
ARHGEF38-IT1	0	0	0	0	0
ARHGEF39	0	0	0	0	0
ARHGEF4	0	0	0	0	0
ARHGEF40	0	0	0	0	0
ARHGEF5	0	0	0	0	0
ARHGEF7	0	0	0	0	0
ARID1A	0	0	0	0	0
ARID1B	0	0	0	0	0
ARID2	0	0	0	0	0
ARID3A	0	0	0	0	0
ARID3B	0	0	0	0	0
ARID3C	0	0	0	0	0
ARID4A	0	0	0	0	0
ARID4B	0	0	0	0	0
ARID5A	0	0	0	0	0
ARID5B	0	0	0	0	0
ARIH1	0	0	0	0	0
ARIH2	0	0	0	0	0
ARIH2OS	0	0	0	0	0
ARL1	0	0	0	0	0
ARL10	0	0	0	0	0
ARL11	0	0	0	0	0
ARL13B	0	0	0	0	0
ARL14	0	0	0	0	0
ARL14EP	0	0	0	0	0
ARL14EPL	0	0	0	0	0
ARL15	0	0	0	0	0
ARL16	0	0	0	0	0
ARL17A	0	0	0	0	0
ARL2-SNX15	0	0	0	0	0
ARL2BP	0	0	0	0	0
ARL3	0	0	0	0	0
ARL4A	0	0	0	0	0
ARL4C	0	0	0	0	0
ARL4D	0	0	0	0	0
ARL5A	0	0	0	0	0
ARL5B	0	0	0	0	0
ARL5C	0	0	0	0	0
ARL6	0	0	0	0	0
ARL6IP1	0	0	0	0	0
ARL6IP4	0	0	0	0	0
ARL6IP5	0	0	0	0	0
ARL6IP6	0	0	0	0	0
ARL8A	0	0	0	0	0
ARL8B	0	0	0	0	0
ARL9	0	0	0	0	0
ARMC1	0	0	0	0	0
ARMC10	0	0	0	0	0
ARMC12	0	0	0	0	0
ARMC2	0	0	0	0	0
ARMC3	0	0	0	0	0
ARMC4	0	0	0	0	0
ARMC5	0	0	0	0	0
ARMC6	0	0	0	0	0
ARMC7	0	0	0	0	0
ARMC8	0	0	0	0	0
ARMC9	0	0	0	0	0
ARMS2	0	0	0	0	0
ARNT	0	0	0	0	0
ARNT2	0	0	0	0	0
ARNTL	0	0	0	0	0
ARNTL2	0	0	0	0	0
ARPC1A	0	0	0	0	0
ARPC1B	0	0	0	0	0
ARPC2	0	0	0	0	0
ARPC3	0	0	0	0	0
ARPC4	0	0	0	0	0
ARPC4-TTLL3	0	0	0	0	0
ARPC5	0	0	0	0	0
ARPC5L	0	0	0	0	0
ARPP19	0	0	0	0	0
ARPP21	0	0	0	0	0
ARRB1	0	0	0	0	0
ARRB2	0	0	0	0	0
ARRDC1	0	0	0	0	0
ARRDC2	0	0	0	0	0
ARRDC3	0	0	0	0	0
ARRDC3-AS1	0	0	0	0	0
ARRDC4	0	0	0	0	0
ARRDC5	0	0	0	0	0
ARSA	0	0	0	0	0
ARSB	0	0	0	0	0
ARSG	0	0	0	0	0
ARSI	0	0	0	0	0
ARSJ	0	0	0	0	0
ARSK	0	0	0	0	0
ART1	0	0	0	0	0
ART3	0	0	0	0	0
ART4	0	0	0	0	0
ART5	0	0	0	0	0
ARTN	0	0	0	0	0
ARV1	0	0	0	0	0
ARVCF	0	0	0	0	0
AS3MT	0	0	0	0	1
ASAH1	0	0	0	0	0
ASAH2	0	0	0	0	0
ASAH2B	0	0	0	0	0
ASAP1	0	0	0	0	0
ASAP1-IT1	0	0	0	0	0
ASAP2	0	0	0	0	0
ASAP3	0	0	0	0	0
ASB1	0	0	0	0	0
ASB10	0	0	0	0	0
ASB13	0	0	0	0	0
ASB14	0	0	0	0	0
ASB15	0	0	0	0	0
ASB16	0	0	0	0	0
ASB16-AS1	0	0	0	0	0
ASB17	0	0	0	0	0
ASB18	0	0	0	0	0
ASB2	0	0	0	0	0
ASB3	0	0	0	0	0
ASB4	0	0	0	0	0
ASB5	0	0	0	0	0
ASB6	0	0	0	0	0
ASB7	0	0	0	0	0
ASB8	0	0	0	0	0
ASB9P1	0	0	0	0	0
ASCC1	0	0	0	0	0
ASCC2	0	0	0	0	0
ASCC3	0	0	0	0	0
ASCL1	0	0	0	0	0
ASCL2	0	0	0	0	0
ASCL3	0	0	0	0	0
ASCL4	0	0	0	0	0
ASCL5	0	0	0	0	0
ASF1A	0	0	0	0	0
ASF1B	0	0	0	0	0
ASGR1	0	0	0	0	0
ASGR2	0	0	0	0	0
ASH1L	0	0	0	0	0
ASH1L-AS1	0	0	0	0	0
ASH2L	0	0	0	0	0
ASIC1	0	0	0	0	0
ASIC2	0	0	0	0	0
ASIC3	0	0	0	0	0
ASIC4	0	0	0	0	0
ASIC5	0	0	0	0	0
ASIP	0	0	0	0	0
ASL	0	0	0	0	0
ASNA1	0	0	0	0	0
ASNS	0	0	0	0	0
ASNSD1	0	0	0	0	0
ASPA	0	0	0	0	0
ASPDH	0	0	0	0	0
ASPG	0	0	0	0	0
ASPH	0	0	0	0	0
ASPHD1	0	0	0	0	0
ASPHD2	0	0	0	0	0
ASPM	0	0	0	0	0
ASPN	0	0	0	0	0
ASPRV1	0	0	0	0	0
ASPSCR1	0	0	0	0	0
ASRGL1	0	0	0	0	0
ASS1	0	0	0	0	0
ASTE1	0	0	0	0	0
ASTL	0	0	0	0	0
ASTN1	0	0	0	0	0
ASTN2	0	1	0	0	0
ASUN	0	0	0	0	0
ASXL1	0	0	0	0	0
ASXL2	0	0	0	0	0
ASXL3	0	0	0	0	0
ASZ1	0	0	0	0	0
ATAD1	0	0	0	0	0
ATAD2	0	0	0	0	0
ATAD2B	0	0	0	0	0
ATAD3A	0	0	0	0	0
ATAD3B	0	0	0	0	0
ATAD3C	0	0	0	0	0
ATAD5	0	0	0	0	0
ATCAY	0	0	0	0	0
ATE1	0	0	0	0	0
ATF1	0	0	0	0	0
ATF2	0	0	0	0	0
ATF3	0	0	0	0	0
ATF4	0	0	0	0	0
ATF5	0	0	0	0	0
ATF6	0	0	0	0	0
ATF7	0	0	0	0	0
ATF7IP	0	0	0	0	0
ATF7IP2	0	0	0	0	0
ATG10	0	0	0	0	0
ATG12	0	0	0	0	0
ATG13	0	0	0	0	0
ATG14	0	0	0	0	0
ATG16L1	0	0	0	0	0
ATG16L2	0	0	0	0	0
ATG2A	0	0	0	0	0
ATG2B	0	0	0	0	0
ATG3	0	0	0	0	0
ATG4B	0	0	0	0	0
ATG4C	0	0	0	0	0
ATG4D	0	0	0	0	0
ATG5	0	0	0	0	0
ATG7	0	0	0	0	0
ATG9A	0	0	0	0	0
ATG9B	0	0	0	0	0
ATHL1	0	0	0	0	0
ATIC	0	0	0	0	0
ATL1	0	0	0	0	0
ATL2	0	0	0	0	0
ATL3	0	0	0	0	0
ATM	0	0	0	0	0
ATMIN	0	0	0	0	0
ATN1	0	0	0	0	0
ATOH1	0	0	0	0	0
ATOH7	0	0	0	0	0
ATOH8	0	0	0	0	0
ATOX1	0	0	0	0	0
ATP10A	0	0	0	0	0
ATP10B	0	0	0	0	0
ATP10D	0	0	0	0	0
ATP11A	0	0	0	0	0
ATP11B	0	0	0	0	0
ATP12A	0	0	0	0	0
ATP13A1	0	0	0	0	0
ATP13A2	0	0	0	0	0
ATP13A3	0	0	0	0	0
ATP13A4	0	0	0	0	0
ATP13A5	0	0	0	0	0
ATP1A2	0	0	0	0	0
ATP1A3	0	0	0	0	0
ATP1A4	0	0	0	0	0
ATP1B1	0	0	0	0	0
ATP1B2	0	0	0	0	0
ATP1B3	0	0	0	0	0
ATP2A1	0	0	0	0	0
ATP2A2	0	0	0	0	0
ATP2A3	0	0	0	0	0
ATP2B1	0	0	0	0	0
ATP2B2	0	0	0	0	0
ATP2B4	0	0	0	0	0
ATP2C1	0	0	0	0	0
ATP2C2	0	0	0	0	0
ATP4A	0	0	0	0	0
ATP4B	0	0	0	0	0
ATP5A1	0	0	0	0	0
ATP5B	0	0	0	0	0
ATP5C1	0	0	0	0	0
ATP5D	0	0	0	0	0
ATP5EP2	0	0	0	0	0
ATP5F1	0	0	0	0	0
ATP5G1	0	0	0	0	0
ATP5G2	0	0	0	0	0
ATP5G3	0	0	0	0	0
ATP5H	0	0	0	0	0
ATP5I	0	0	0	0	0
ATP5J	0	0	0	0	0
ATP5J2	0	0	0	0	0
ATP5J2-PTCD1	0	0	0	0	0
ATP5L	0	0	0	0	0
ATP5L2	0	0	0	0	0
ATP5O	0	0	0	0	0
ATP5S	0	0	0	0	0
ATP5SL	0	0	0	0	0
ATP6AP1L	0	0	0	0	0
ATP6V0A1	0	0	0	0	0
ATP6V0A2	0	0	0	0	0
ATP6V0A4	0	0	0	0	0
ATP6V0B	0	0	0	0	0
ATP6V0C	0	0	0	0	0
ATP6V0CP3	0	0	0	0	0
ATP6V0D1	0	0	0	0	0
ATP6V0D2	0	0	0	0	0
ATP6V0E1	0	0	0	0	0
ATP6V0E2	0	0	0	0	0
ATP6V0E2-AS1	0	0	0	0	0
ATP6V1A	0	0	0	0	0
ATP6V1B1	0	0	0	0	0
ATP6V1B2	0	0	0	0	0
ATP6V1C1	0	0	0	0	0
ATP6V1C2	0	0	0	0	0
ATP6V1D	0	0	0	0	0
ATP6V1E1	0	0	0	0	0
ATP6V1E2	0	0	0	0	0
ATP6V1F	0	0	0	0	0
ATP6V1G1	0	0	0	0	0
ATP6V1G3	0	0	0	0	0
ATP6V1H	0	0	0	0	0
ATP7B	0	0	0	0	0
ATP8A1	0	0	0	0	0
ATP8A2	0	0	0	0	0
ATP8B1	0	0	0	0	0
ATP8B2	0	0	0	0	0
ATP8B3	0	0	0	0	0
ATP8B4	0	0	0	0	0
ATP8B5P	0	0	0	0	0
ATP9A	0	0	0	0	0
ATP9B	0	0	0	0	0
ATPAF1	0	0	0	0	0
ATPAF2	0	0	0	0	0
ATPIF1	0	0	0	0	0
ATR	0	0	0	0	0
ATRAID	0	0	0	0	0
ATRIP	0	0	0	0	0
ATRN	0	0	0	0	0
ATRNL1	0	0	0	0	0
ATXN1	0	0	0	0	0
ATXN10	0	0	0	0	0
ATXN1L	0	0	0	0	0
ATXN2	0	0	0	0	0
ATXN2L	0	0	0	0	0
ATXN3	0	0	0	0	0
ATXN7	0	0	0	0	0
ATXN7L1	0	0	0	1	0
ATXN7L2	0	0	0	0	0
ATXN7L3	0	0	0	0	0
ATXN7L3B	0	0	0	0	0
ATXN8OS	0	0	0	0	0
AUH	0	0	0	0	0
AUNIP	0	0	0	0	0
AUP1	0	0	0	0	0
AURKA	0	0	0	0	0
AURKAIP1	0	0	0	0	0
AURKAPS1	0	0	0	0	0
AURKB	0	0	0	0	0
AURKC	0	0	0	0	0
AUTS2	0	0	0	0	0
AVEN	0	0	0	0	0
AVIL	0	0	0	0	0
AVL9	0	0	0	0	0
AVP	0	0	0	0	0
AVPI1	0	0	0	0	0
AVPR1A	0	0	0	0	0
AVPR1B	0	0	0	0	0
AXDND1	0	0	0	0	0
AXIN1	0	0	0	0	0
AXIN2	0	0	0	0	0
AXL	0	0	0	0	0
AZGP1	0	0	0	0	0
AZGP1P1	0	0	0	0	0
AZI1	0	0	0	0	0
AZI2	0	0	0	0	0
AZIN1	0	0	0	0	0
AZU1	0	0	0	0	0
B2M	0	0	0	0	0
B3GALNT1	0	0	0	0	0
B3GALNT2	0	0	0	0	0
B3GALT1	0	0	0	0	0
B3GALT2	0	0	0	0	0
B3GALT5	0	0	0	0	0
B3GALT6	0	0	0	0	0
B3GALTL	0	0	0	0	0
B3GAT1	0	0	0	0	0
B3GAT2	0	0	0	0	0
B3GAT3	0	0	0	0	0
B3GNT1	0	0	0	0	0
B3GNT2	0	0	0	0	0
B3GNT3	0	0	0	0	0
B3GNT4	0	0	0	0	0
B3GNT5	0	0	0	0	0
B3GNT6	0	0	0	0	0
B3GNT7	0	0	0	0	0
B3GNT8	0	0	0	0	0
B3GNT9	0	0	0	0	0
B3GNTL1	0	0	0	0	0
B4GALNT1	0	0	0	0	0
B4GALNT2	0	0	0	0	0
B4GALNT3	0	0	0	0	0
B4GALNT4	0	0	0	0	0
B4GALT1	0	0	0	0	0
B4GALT2	0	0	0	0	0
B4GALT3	0	0	0	0	0
B4GALT4	0	0	0	0	0
B4GALT5	0	0	0	0	0
B4GALT6	0	0	0	0	0
B4GALT7	0	0	0	0	0
B9D1	0	0	0	0	0
B9D2	0	0	0	0	0
BAALC	0	0	0	0	0
BAAT	0	0	0	0	0
BABAM1	0	0	0	0	0
BACE1	0	0	0	0	0
BACE1-AS	0	0	0	0	0
BACE2	0	0	0	0	0
BACH1	0	0	0	0	0
BACH2	0	0	0	0	0
BAD	0	0	0	0	0
BAG1	0	0	0	0	0
BAG2	0	0	0	0	0
BAG3	0	0	0	0	0
BAG4	0	0	0	0	0
BAG5	0	0	0	0	0
BAHCC1	0	0	0	0	0
BAHD1	0	0	0	0	0
BAI1	0	0	0	0	0
BAI2	0	0	0	0	0
BAI3	0	0	0	0	0
BAIAP2	0	0	0	0	0
BAIAP2-AS1	0	0	0	0	0
BAIAP2L1	0	0	0	0	0
BAIAP2L2	0	0	0	0	0
BAIAP3	0	0	0	0	0
BAK1	0	0	0	0	0
BAMBI	0	0	0	0	0
BANCR	0	0	0	0	0
BANF1	0	0	0	0	0
BANF2	0	0	0	0	0
BANK1	0	0	0	0	1
BANP	0	0	0	0	0
BAP1	0	0	0	0	0
BARD1	0	0	0	0	0
BARHL1	0	0	0	0	0
BARHL2	0	0	0	0	0
BARX1	0	0	0	0	0
BARX2	0	0	0	0	0
BASP1	0	0	0	0	0
BASP1P1	0	0	0	0	0
BATF	0	0	0	0	0
BATF2	0	0	0	0	0
BATF3	0	0	0	0	0
BAX	0	0	0	0	0
BAZ1A	0	0	0	0	0
BAZ1B	0	0	0	0	0
BAZ2A	0	0	0	0	0
BAZ2B	0	0	0	0	0
BBC3	0	0	0	0	0
BBIP1	0	0	0	0	0
BBOX1	0	0	0	0	0
BBS1	0	0	0	0	0
BBS10	0	0	0	0	0
BBS12	0	0	0	0	0
BBS2	0	0	0	0	0
BBS4	0	0	0	0	0
BBS7	0	0	0	0	0
BBS9	0	0	0	0	0
BBX	0	0	0	0	0
BCAM	0	0	0	0	0
BCAN	0	0	0	0	0
BCAP29	0	0	0	0	0
BCAR1	0	0	0	0	0
BCAR3	0	0	0	0	0
BCAR4	0	0	0	0	0
BCAS1	0	0	0	0	0
BCAS2	0	0	0	0	0
BCAS3	0	0	0	0	0
BCAS4	0	0	0	0	0
BCAT1	0	0	0	0	0
BCAT2	0	0	0	0	0
BCCIP	0	0	0	0	0
BCDIN3D	0	0	0	0	0
BCDIN3D-AS1	0	0	0	0	0
BCHE	0	0	0	0	0
BCKDHA	0	0	0	0	0
BCKDHB	0	0	0	0	0
BCKDK	0	0	0	0	0
BCL10	0	0	0	0	0
BCL11A	0	0	0	0	0
BCL11B	0	0	0	0	0
BCL2	0	0	0	0	0
BCL2A1	0	0	0	0	0
BCL2L1	0	0	0	0	0
BCL2L10	0	0	0	0	0
BCL2L11	0	0	0	0	0
BCL2L12	0	0	0	0	0
BCL2L13	0	0	0	0	0
BCL2L14	0	0	0	0	0
BCL2L15	0	0	0	0	0
BCL2L2-PABPN1	0	0	0	0	0
BCL3	0	0	0	0	0
BCL6	0	0	0	0	0
BCL6B	0	0	0	0	0
BCL7A	0	0	0	0	0
BCL7B	0	0	0	0	0
BCL7C	0	0	0	0	0
BCL9	0	0	0	0	0
BCL9L	0	0	0	0	0
BCLAF1	0	0	0	0	0
BCMO1	0	0	0	0	0
BCO2	0	0	0	0	0
BCR	0	0	0	0	0
BCRP2	0	0	0	0	0
BCRP3	0	0	0	0	0
BCS1L	0	0	0	0	0
BDH1	0	0	0	0	0
BDH2	0	0	0	0	0
BDKRB1	0	0	0	0	0
BDKRB2	0	0	0	0	0
BDNF	0	0	0	0	0
BDNF-AS	0	0	0	0	0
BDP1	0	0	0	0	0
BEAN1	0	0	0	0	0
BECN1	0	0	0	0	0
BEGAIN	0	0	0	0	0
BEND3	0	0	0	0	0
BEND3P3	0	0	0	0	0
BEND4	0	0	0	0	0
BEND5	0	0	0	0	0
BEND6	0	0	0	0	0
BEND7	0	0	0	0	0
BEST1	0	0	0	0	0
BEST2	0	0	0	0	0
BEST3	0	0	0	0	0
BEST4	0	0	0	0	0
BET1	0	0	0	0	0
BET1L	0	0	0	0	0
BFAR	0	0	0	0	0
BFSP1	0	0	0	0	0
BFSP2	0	0	0	0	0
BGLAP	0	0	0	0	0
BHLHA15	0	0	0	0	0
BHLHA9	0	0	0	0	0
BHLHE22	0	0	0	0	0
BHLHE23	0	0	0	0	0
BHLHE40	0	0	0	0	0
BHLHE40-AS1	0	0	0	0	0
BHLHE41	0	0	0	0	0
BHMT	0	0	0	0	0
BHMT2	0	0	0	0	0
BICC1	0	0	0	0	0
BICD1	0	0	0	0	0
BICD2	0	0	0	0	0
BID	0	0	0	0	0
BIK	0	0	0	0	0
BIN1	0	0	0	0	0
BIN2	0	0	0	0	0
BIN3	0	0	0	0	0
BIRC2	0	0	0	0	0
BIRC3	0	0	0	0	0
BIRC5	0	0	0	0	0
BIRC6	0	0	0	0	0
BIRC7	0	0	0	0	0
BIRC8	0	0	0	0	0
BIVM	0	0	0	0	0
BIVM-ERCC5	0	0	0	0	0
BLCAP	0	0	0	0	0
BLID	0	0	0	0	0
BLK	0	0	0	0	0
BLM	0	0	0	0	0
BLMH	0	0	0	0	0
BLNK	0	0	0	0	0
BLOC1S1-RDH5	0	0	0	0	0
BLOC1S2	0	0	0	0	0
BLOC1S3	0	0	0	0	0
BLOC1S4	0	0	0	0	0
BLOC1S5-TXNDC5	0	0	0	0	0
BLOC1S6	0	0	0	0	0
BLVRA	0	0	0	0	0
BLVRB	0	0	0	0	0
BLZF1	0	0	0	0	0
BMF	0	0	0	0	0
BMI1	0	0	0	0	0
BMP1	0	0	0	0	0
BMP10	0	0	0	0	0
BMP2	0	0	0	0	0
BMP2K	0	0	0	0	0
BMP3	0	0	0	0	0
BMP4	0	0	0	0	0
BMP5	0	0	0	0	0
BMP6	0	0	0	0	0
BMP7	0	0	0	0	0
BMP8A	0	0	0	0	0
BMP8B	0	0	0	0	0
BMPER	0	0	0	0	0
BMPR1A	0	0	0	0	0
BMPR1B	0	0	0	0	0
BMPR2	0	0	0	0	0
BMS1	0	0	0	0	0
BMS1P4	0	0	0	0	0
BMS1P6	0	0	0	0	0
BNC1	0	0	0	0	0
BNC2	0	0	0	0	0
BNIP1	0	0	0	0	0
BNIP2	0	0	0	0	0
BNIP3	0	0	0	0	0
BNIP3L	0	0	0	0	0
BNIPL	0	0	0	0	0
BOC	0	0	0	0	0
BOD1	0	0	0	0	0
BOD1L1	0	0	0	0	0
BOD1L2	0	0	0	0	0
BOK	0	0	0	0	0
BOK-AS1	0	0	0	0	0
BOLA1	0	0	0	0	0
BOLA3	0	0	0	0	0
BOLA3-AS1	0	0	0	0	0
BOLL	0	0	0	0	0
BOP1	0	0	0	0	0
BORA	0	0	0	0	0
BPESC1	0	0	0	0	0
BPGM	0	0	0	0	0
BPHL	0	0	0	0	0
BPI	0	0	0	0	0
BPIFA1	0	0	0	0	0
BPIFA2	0	0	0	0	0
BPIFA3	0	0	0	0	0
BPIFA4P	0	0	0	0	0
BPIFB1	0	0	0	0	0
BPIFB2	0	0	0	0	0
BPIFB3	0	0	0	0	0
BPIFB4	0	0	0	0	0
BPIFB6	0	0	0	0	0
BPIFC	0	0	0	0	0
BPNT1	0	0	0	0	0
BPTF	0	0	0	0	0
BRAF	0	0	0	0	0
BRAP	0	0	0	0	0
BRAT1	0	0	0	0	0
BRCA1	0	0	0	0	0
BRCA2	0	0	0	0	0
BRD1	0	0	0	0	0
BRD3	0	0	0	0	0
BRD4	0	0	0	0	0
BRD7	0	0	0	0	0
BRD7P3	0	0	0	0	0
BRD8	0	0	0	0	0
BRD9	0	0	0	0	0
BRDT	0	0	0	0	0
BRE	0	0	0	0	0
BRE-AS1	0	0	0	0	0
BREA2	0	0	0	0	0
BRF1	0	0	0	0	0
BRF2	0	0	0	0	0
BRI3	0	0	0	0	0
BRI3BP	0	0	0	0	0
BRICD5	0	0	0	0	0
BRIP1	0	0	0	0	0
BRIX1	0	0	0	0	0
BRK1	0	0	0	0	0
BRMS1	0	0	0	0	0
BRMS1L	0	0	0	0	0
BROX	0	0	0	0	0
BRPF1	0	0	0	0	0
BRPF3	0	0	0	0	0
BRSK1	0	0	0	0	0
BRSK2	0	0	0	0	0
BRWD1	0	0	0	0	0
BRWD1-AS1	0	0	0	0	0
BRWD1-IT2	0	0	0	0	0
BSDC1	0	0	0	0	0
BSG	0	0	0	0	0
BSN	0	0	0	0	0
BSN-AS2	0	0	0	0	0
BSND	0	0	0	0	0
BSPH1	0	0	0	0	0
BSPRY	0	0	0	0	0
BST1	0	0	0	0	0
BST2	0	0	0	0	0
BSX	0	0	0	0	0
BTAF1	0	0	0	0	0
BTBD1	0	0	0	0	0
BTBD10	0	0	0	0	0
BTBD11	0	0	0	0	0
BTBD16	0	0	0	0	0
BTBD17	0	0	0	0	0
BTBD18	0	0	0	0	0
BTBD19	0	0	0	0	0
BTBD2	0	0	0	0	0
BTBD3	0	0	0	0	0
BTBD6	0	0	0	0	0
BTBD7	0	0	0	0	0
BTBD8	0	0	0	0	0
BTBD9	0	0	0	0	0
BTC	0	0	0	0	0
BTD	0	0	0	0	0
BTF3	0	0	0	0	0
BTF3L4	0	0	0	0	0
BTF3P11	0	0	0	0	0
BTG1	0	0	0	0	0
BTG2	0	0	0	0	0
BTG3	0	0	0	0	0
BTG4	0	0	0	0	0
BTLA	0	0	0	0	0
BTN1A1	0	0	0	0	0
BTN2A1	0	0	0	0	0
BTN2A2	0	0	0	0	1
BTN2A3P	0	0	0	0	1
BTN3A1	0	0	0	0	1
BTN3A2	0	0	0	0	1
BTN3A3	0	0	0	0	0
BTNL3	0	0	0	0	0
BTNL8	0	0	0	0	0
BTNL9	0	0	0	0	0
BTRC	0	0	0	0	0
BUB1B	0	0	0	0	0
BUB3	0	0	0	0	0
BUD13	0	0	0	0	0
BUD31	0	0	0	0	0
BVES	0	0	0	0	0
BVES-AS1	0	0	0	0	0
BYSL	0	0	0	0	0
BZRAP1	0	0	0	0	0
BZRAP1-AS1	0	0	0	0	0
BZW1	0	0	0	0	0
BZW2	0	0	0	0	0
C10orf10	0	0	0	0	0
C10orf105	0	0	0	0	0
C10orf107	0	0	0	0	0
C10orf11	0	0	0	0	0
C10orf111	0	0	0	0	0
C10orf113	0	0	0	0	0
C10orf114	0	0	0	0	0
C10orf118	0	0	0	0	0
C10orf12	0	0	0	0	0
C10orf120	0	0	0	0	0
C10orf128	0	0	0	0	0
C10orf129	0	0	0	0	0
C10orf131	0	0	0	0	0
C10orf137	0	0	0	0	0
C10orf2	0	0	0	0	0
C10orf25	0	0	0	0	0
C10orf32-AS3MT	0	0	0	0	0
C10orf35	0	0	0	0	0
C10orf40	0	0	0	0	0
C10orf53	0	0	0	0	0
C10orf54	0	0	0	0	0
C10orf55	0	0	0	0	0
C10orf62	0	0	0	0	0
C10orf67	0	0	0	0	0
C10orf68	0	0	0	0	0
C10orf71	0	0	0	0	0
C10orf76	0	0	0	0	0
C10orf82	0	0	0	0	0
C10orf88	0	0	0	0	0
C10orf90	0	0	0	0	1
C10orf91	0	0	0	0	0
C10orf95	0	0	0	0	0
C10orf99	0	0	0	0	0
C11orf1	0	0	0	0	0
C11orf16	0	0	0	0	0
C11orf21	0	0	0	0	0
